npi,provider_first_name,provider_last_name,credential,specialty,group_practice,street_address,city,state,zip,phone,accepting_new_patients,plan_tiers_accepted,telehealth_available,languages_spoken,hospital_affiliation
1796629113,William,Smith,MD,Emergency Medicine,SilverShield Medical Group,5135 Oak Ave,Peoria,IL,61602,(825) 374-2047,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",University Medical Center
1336837948,John,Jackson,MD,Oncology,University Health Associates,5412 Oak Ave,Decatur,IL,62521,(758) 340-6268,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Springfield General Hospital
1229649486,Nancy,Taylor,MD,Orthopedics,Independent Practice,9167 Maple Dr,Peoria,IL,61602,(449) 795-1666,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Midwest Regional Medical Center
1116782928,Rahul,Garcia,MD,Family Medicine,Prairie Regional Medical,1560 Center Rd,Aurora,IL,60505,(626) 910-8798,Yes,"Silver,Gold",Yes,"English,French",Prairie Community Hospital
1661660243,Donald,Gupta,MD,Orthopedics,SilverShield Medical Group,9869 Maple Dr,Peoria,IL,61602,(826) 290-5934,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1306054135,Linda,Lopez,DO,Hematology,Independent Practice,8942 Commerce St,Rockford,IL,61101,(675) 988-4409,Yes,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1835774878,Priya,Martinez,MD,Orthopedics,SilverShield Medical Group,985 Medical Center Dr,Aurora,IL,60505,(414) 645-5118,Yes,"Bronze,Silver,Gold",Yes,English,Springfield General Hospital
1895016576,Patricia,Gonzalez,MD,Orthopedics,SilverShield Medical Group,8047 Commerce St,Chicago,IL,60601,(272) 440-8287,Yes,"Bronze,Silver,Gold",Yes,"English,French",N/A (outpatient only)
1449701561,Joseph,Davis,DO,Neurology,Midwest Health Partners,3984 Health Plaza,Rockford,IL,61101,(584) 425-2204,No,"Bronze,Silver,Gold",Yes,English,Lake Shore Medical Center
1255629507,Karen,Carter,NP,Orthopedics,University Health Associates,6219 Maple Dr,Peoria,IL,61602,(937) 398-6875,Yes,"Silver,Gold",No,"English,Spanish",Springfield General Hospital
1843255395,Carlos,Brown,MD,Cardiology,Midwest Health Partners,7727 University Ave,Evanston,IL,60201,(375) 978-6629,Yes,Gold,Yes,"English,Spanish,Portuguese",N/A (outpatient only)
1756623287,David,Wilson,PA-C,General Surgery,Great Lakes Health System,1516 Health Plaza,Champaign,IL,61820,(700) 421-8757,No,Gold,Yes,"English,French",Lake Shore Medical Center
1890466024,Lisa,Martin,DO,Pulmonology,Great Lakes Health System,9795 Maple Dr,Decatur,IL,62521,(205) 627-1724,Yes,"Bronze,Silver,Gold",Yes,English,University Medical Center
1523398047,Priya,Miller,NP,Ophthalmology,Great Lakes Health System,1461 Commerce St,Springfield,IL,62701,(909) 949-7662,Yes,"Silver,Gold",No,"English,Mandarin",Midwest Regional Medical Center
1795398363,Jennifer,Johnson,NP,Urgent Care,Heartland Medical Associates,2750 University Ave,Decatur,IL,62521,(965) 797-1399,No,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",N/A (outpatient only)
1535252390,Susan,Hall,NP,Physical Therapy,SilverShield Medical Group,1258 Health Plaza,Joliet,IL,60431,(743) 233-5859,No,Gold,Yes,"English,Spanish,Portuguese",N/A (outpatient only)
1186929107,Yuki,Lewis,MD,Urology,Independent Practice,944 Oak Ave,Evanston,IL,60201,(574) 676-1669,Yes,Gold,Yes,"English,French",University Medical Center
1856852333,John,Perez,MD,Cardiology,Independent Practice,4009 Commerce St,Chicago,IL,60601,(864) 689-4437,Yes,Gold,No,"English,Mandarin",University Medical Center
1830387900,Dorothy,Moore,MD,Pediatrics,Independent Practice,5756 University Ave,Peoria,IL,61602,(713) 739-3010,No,"Bronze,Silver,Gold",No,English,University Medical Center
1495293592,John,Jackson,NP,Pediatrics,Midwest Health Partners,6500 Maple Dr,Aurora,IL,60505,(278) 311-3699,Yes,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1319318381,Chen,Johnson,MD,Pulmonology,Prairie Regional Medical,7864 Medical Center Dr,Evanston,IL,60201,(654) 955-1351,Yes,"Silver,Gold",Yes,English,Midwest Regional Medical Center
1996518070,Chen,Lewis,MD,Infectious Disease,Independent Practice,5446 University Ave,Decatur,IL,62521,(881) 913-9686,No,"Bronze,Silver,Gold",No,"English,Hindi",Midwest Regional Medical Center
1947556242,Betty,Anderson,MD,Neurology,Community Care Clinic,6193 Lake Shore Dr,Springfield,IL,62701,(351) 561-5659,No,"Silver,Gold",Yes,"English,French",University Medical Center
1406281188,Susan,Thomas,MD,Orthopedics,Great Lakes Health System,2015 Main St,Joliet,IL,60431,(788) 329-8223,Yes,Gold,Yes,"English,Spanish",University Medical Center
1859279763,Robert,Clark,DO,Cardiology,Independent Practice,7447 Commerce St,Naperville,IL,60540,(746) 508-2990,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Midwest Regional Medical Center
1591817492,Daniel,Taylor,MD,Occupational Therapy,Independent Practice,4942 University Ave,Aurora,IL,60505,(972) 787-3409,No,Gold,Yes,"English,French",Lake Shore Medical Center
1143036559,William,Perez,DO,Psychiatry,SilverShield Medical Group,6680 Center Rd,Rockford,IL,61101,(656) 565-2515,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",University Medical Center
1338525147,Nancy,Jackson,MD,Pediatrics,Community Care Clinic,1531 Commerce St,Evanston,IL,60201,(399) 702-6206,Yes,Gold,Yes,"English,Spanish",N/A (outpatient only)
1559175471,Sandra,King,DO,Family Medicine,Heartland Medical Associates,5751 Medical Center Dr,Aurora,IL,60505,(656) 774-2435,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1409918418,David,Nguyen,MD,Cardiology,Midwest Health Partners,2453 Park Blvd,Aurora,IL,60505,(686) 737-6495,Yes,"Bronze,Silver,Gold",Yes,English,Springfield General Hospital
1539655012,Nancy,Gupta,MD,Nephrology,Community Care Clinic,9404 Maple Dr,Rockford,IL,61101,(390) 590-5742,No,"Bronze,Silver,Gold",No,"English,Spanish,Portuguese",University Medical Center
1426325581,Rahul,Perez,NP,Neurology,SilverShield Medical Group,140 Maple Dr,Aurora,IL,60505,(507) 855-8742,Yes,Gold,Yes,"English,Spanish",Lake Shore Medical Center
1838565998,Lisa,Johnson,DO,Speech Therapy,Heartland Medical Associates,8178 Oak Ave,Decatur,IL,62521,(963) 570-8872,No,Gold,Yes,"English,French",Springfield General Hospital
1500722831,Aisha,Wilson,MD,General Surgery,Heartland Medical Associates,2768 Center Rd,Springfield,IL,62701,(349) 527-8553,Yes,Gold,Yes,English,Prairie Community Hospital
1487796299,Mark,Walker,MD,Psychiatry,Heartland Medical Associates,8777 Oak Ave,Champaign,IL,61820,(398) 984-4002,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Prairie Community Hospital
1439528365,Betty,Moore,DO,OB/GYN,Independent Practice,2454 Main St,Naperville,IL,60540,(730) 488-7111,No,"Bronze,Silver,Gold",No,"English,Spanish",Springfield General Hospital
1333942807,Barbara,Hernandez,MD,Plastic Surgery,Great Lakes Health System,9253 Center Rd,Champaign,IL,61820,(744) 929-2867,No,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1118660989,Priya,Walker,MD,Physical Therapy,Independent Practice,2377 University Ave,Decatur,IL,62521,(735) 981-6604,Yes,Gold,Yes,"English,French",Springfield General Hospital
1338754922,William,Taylor,MD,Psychiatry,Prairie Regional Medical,3538 Maple Dr,Chicago,IL,60601,(635) 907-2830,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1145652216,Richard,Miller,MD,Allergy & Immunology,SilverShield Medical Group,7785 Oak Ave,Aurora,IL,60505,(244) 267-5942,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1730933965,Richard,Thomas,DO,Family Medicine,Midwest Health Partners,2484 Lake Shore Dr,Decatur,IL,62521,(556) 560-3630,Yes,"Bronze,Silver,Gold",Yes,English,University Medical Center
1919527047,James,Lopez,MD,Physical Therapy,Great Lakes Health System,4717 Maple Dr,Champaign,IL,61820,(204) 942-2616,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1732842568,Susan,Kim,DO,Orthopedics,Independent Practice,6319 Health Plaza,Rockford,IL,61101,(726) 433-7677,Yes,Gold,Yes,English,Springfield General Hospital
1658053247,William,Martinez,DO,Physical Therapy,Heartland Medical Associates,9228 Main St,Chicago,IL,60601,(535) 705-2895,No,Gold,Yes,"English,Hindi",N/A (outpatient only)
1435014871,Donald,Harris,PA-C,Pulmonology,Heartland Medical Associates,7111 Park Blvd,Chicago,IL,60601,(687) 895-7020,Yes,"Bronze,Silver,Gold",Yes,"English,French",Springfield General Hospital
1525598787,Donald,Lopez,DO,OB/GYN,Prairie Regional Medical,6568 Health Plaza,Decatur,IL,62521,(304) 959-3764,Yes,Gold,Yes,"English,Mandarin",Midwest Regional Medical Center
1738834325,Ashley,Davis,MD,Plastic Surgery,University Health Associates,8277 Lake Shore Dr,Decatur,IL,62521,(807) 479-7557,Yes,"Bronze,Silver,Gold",Yes,English,University Medical Center
1399456538,Barbara,Chen,DO,OB/GYN,Heartland Medical Associates,8117 University Ave,Rockford,IL,61101,(843) 337-1486,Yes,"Bronze,Silver,Gold",Yes,English,N/A (outpatient only)
1128721392,Susan,King,MD,Urgent Care,Independent Practice,2602 Lake Shore Dr,Decatur,IL,62521,(838) 298-2253,No,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1634615027,Rahul,Hernandez,MD,Nephrology,Independent Practice,8956 Commerce St,Springfield,IL,62701,(982) 232-8051,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Lake Shore Medical Center
1575191040,Emily,Williams,MD,Orthopedics,Heartland Medical Associates,2789 University Ave,Evanston,IL,60201,(337) 519-7374,No,"Bronze,Silver,Gold",Yes,"English,French",University Medical Center
1835914904,Wei,Wilson,NP,Ophthalmology,Prairie Regional Medical,8401 Main St,Evanston,IL,60201,(469) 706-7189,Yes,Gold,No,English,Springfield General Hospital
1734005271,Robert,Wilson,DO,Radiology,SilverShield Medical Group,5691 Health Plaza,Chicago,IL,60601,(638) 553-6855,No,Gold,Yes,"English,French",Midwest Regional Medical Center
1365873433,Lisa,Allen,MD,Pediatrics,Midwest Health Partners,5095 Oak Ave,Joliet,IL,60431,(373) 220-9821,Yes,"Bronze,Silver,Gold",Yes,"English,French",Lake Shore Medical Center
1709938401,Aisha,Gupta,MD,Family Medicine,Community Care Clinic,9733 Main St,Joliet,IL,60431,(586) 784-7394,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1207435042,Karen,Lewis,NP,Urology,Independent Practice,2830 Center Rd,Aurora,IL,60505,(572) 646-4305,No,"Bronze,Silver,Gold",Yes,"English,Mandarin",Prairie Community Hospital
1151036409,Betty,Wilson,MD,Allergy & Immunology,Great Lakes Health System,1606 Center Rd,Chicago,IL,60601,(806) 544-5478,Yes,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1472928235,John,Allen,PA-C,Allergy & Immunology,Heartland Medical Associates,7192 Commerce St,Joliet,IL,60431,(404) 624-7591,Yes,"Bronze,Silver,Gold",Yes,"English,French",University Medical Center
1293918682,Mary,Lopez,MD,Infectious Disease,Community Care Clinic,3589 University Ave,Aurora,IL,60505,(853) 745-8106,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Lake Shore Medical Center
1258638580,Lisa,Taylor,MD,General Surgery,University Health Associates,6821 Medical Center Dr,Chicago,IL,60601,(849) 408-7757,Yes,Gold,Yes,"English,Mandarin",N/A (outpatient only)
1745568239,Lisa,Patel,MD,OB/GYN,Prairie Regional Medical,3244 Main St,Rockford,IL,61101,(517) 675-8952,No,"Bronze,Silver,Gold",Yes,"English,Spanish",Midwest Regional Medical Center
1392822240,William,Johnson,MD,Allergy & Immunology,Heartland Medical Associates,9122 Maple Dr,Springfield,IL,62701,(939) 697-1326,Yes,"Bronze,Silver,Gold",No,"English,Hindi",Prairie Community Hospital
1168270327,Mark,Hall,DO,Endocrinology,Prairie Regional Medical,3967 Oak Ave,Decatur,IL,62521,(952) 712-2976,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",University Medical Center
1231293747,Daniel,Lewis,MD,Occupational Therapy,University Health Associates,3965 Health Plaza,Rockford,IL,61101,(347) 309-3869,Yes,Gold,Yes,English,Prairie Community Hospital
1732950344,Patricia,Martinez,PA-C,Radiology,Midwest Health Partners,5285 Commerce St,Evanston,IL,60201,(686) 899-5036,Yes,"Silver,Gold",No,English,N/A (outpatient only)
1494857051,Betty,Johnson,MD,Internal Medicine,SilverShield Medical Group,4026 Lake Shore Dr,Champaign,IL,61820,(593) 516-6945,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1517117581,James,Patel,MD,Psychiatry,Midwest Health Partners,3957 Lake Shore Dr,Rockford,IL,61101,(364) 649-6196,No,"Bronze,Silver,Gold",No,"English,Spanish,Portuguese",Springfield General Hospital
1983901883,Rahul,Rodriguez,MD,Pain Management,Independent Practice,7020 Oak Ave,Naperville,IL,60540,(915) 467-9295,Yes,Gold,Yes,"English,Hindi",N/A (outpatient only)
1973411714,Maria,Clark,NP,Physical Therapy,SilverShield Medical Group,953 Maple Dr,Peoria,IL,61602,(856) 339-1050,No,"Silver,Gold",No,"English,Mandarin",University Medical Center
1188295994,Linda,Anderson,MD,Urology,Prairie Regional Medical,9832 Health Plaza,Joliet,IL,60431,(662) 689-3187,Yes,"Silver,Gold",No,"English,Spanish,Portuguese",Prairie Community Hospital
1313313546,Jennifer,Gupta,DO,Orthopedics,University Health Associates,6282 Center Rd,Rockford,IL,61101,(221) 223-4747,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1281200333,Patricia,Patel,MD,Pulmonology,Heartland Medical Associates,2545 Oak Ave,Joliet,IL,60431,(374) 780-2922,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1988260922,Rahul,Davis,MD,Physical Therapy,Great Lakes Health System,3221 Lake Shore Dr,Aurora,IL,60505,(964) 706-7259,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1984858711,Charles,Jackson,MD,Orthopedics,University Health Associates,2491 Main St,Aurora,IL,60505,(468) 441-8388,Yes,Gold,Yes,English,Springfield General Hospital
1603457793,William,Clark,MD,Urgent Care,Great Lakes Health System,6383 Health Plaza,Decatur,IL,62521,(462) 274-2561,Yes,"Bronze,Silver,Gold",No,"English,Spanish",Lake Shore Medical Center
1480428530,Omar,Nelson,MD,Family Medicine,Heartland Medical Associates,8366 Center Rd,Evanston,IL,60201,(509) 604-7076,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1379486036,David,Hernandez,NP,Pain Management,Independent Practice,7769 Maple Dr,Chicago,IL,60601,(524) 927-9690,No,"Silver,Gold",No,English,Prairie Community Hospital
1147418754,William,Martinez,MD,Occupational Therapy,Independent Practice,7146 Lake Shore Dr,Aurora,IL,60505,(827) 979-5321,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1627502276,Barbara,Perez,NP,Internal Medicine,Great Lakes Health System,2535 Main St,Rockford,IL,61101,(387) 236-8704,Yes,"Silver,Gold",Yes,English,Springfield General Hospital
1631406400,Robert,Kim,DO,Physical Therapy,Community Care Clinic,7599 University Ave,Chicago,IL,60601,(937) 351-3025,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Prairie Community Hospital
1293976787,David,Hernandez,MD,Infectious Disease,Great Lakes Health System,9660 Main St,Champaign,IL,61820,(985) 784-3958,No,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1034126396,James,Moore,DO,Cardiology,New York Medical Group,1524 Broadway Rd,Brooklyn,NY,11201,(230) 295-4582,Yes,"Silver,Gold",Yes,"English,Portuguese",Lenox Hill Hospital
1298362082,Priya,Miller,NP,Cardiology,New York Medical Group,2715 Elm Blvd,New York,NY,10001,(359) 420-6514,Yes,"Bronze,Silver",Yes,"English,Spanish",Jamaica Hospital Medical Center
1890566476,Jennifer,Anderson,MD,Cardiology,Empire State Health Partners,1391 Highland Blvd,Bronx,NY,10451,(843) 833-6925,Yes,"Bronze,Silver",Yes,"English,Tagalog",Montefiore Medical Center
1895619255,Maria,Allen,MD,Cardiology,Empire State Health Partners,4654 Maple Way,Brooklyn,NY,11201,(573) 366-7065,Yes,"Silver,Gold",Yes,"English,Tagalog",Montefiore Medical Center
1738908273,Ana,Allen,MD,Neurology,Columbia Medical Associates,6316 Pine Way,Albany,NY,12201,(770) 424-6313,Yes,"Silver,Gold",Yes,English,Mount Sinai Hospital
1949921299,Richard,Thompson,DO,Neurology,New York Medical Group,3583 Maple Rd,New York,NY,10001,(858) 669-3340,Yes,"Bronze,Silver,Gold",Yes,"English,Arabic",NYU Langone Medical Center
1547099690,Kenji,Chen,NP,Neurology,Columbia Medical Associates,6030 Lake St,Buffalo,NY,14201,(705) 293-1771,Yes,"Bronze,Silver",Yes,"English,Tagalog",Montefiore Medical Center
1924255163,Omar,White,MD,Neurology,Northeast Specialty Group,8769 Pine Dr,Queens,NY,11354,(211) 896-2876,Yes,"Bronze,Silver",Yes,"English,Russian",NYU Langone Medical Center
1320452650,Karen,White,MD,Dermatology,Empire State Health Partners,8417 Oak Way,Brooklyn,NY,11201,(854) 719-4258,Yes,Gold,No,"English,Hindi",Staten Island University Hospital
1062196678,Priya,Patel,MD,Dermatology,Northeast Specialty Group,6047 Pine St,Queens,NY,11354,(446) 780-2290,Yes,"Bronze,Silver,Gold",Yes,English,Bellevue Hospital Center
1227416584,Robert,Chen,MD,Dermatology,Northeast Specialty Group,8745 Broadway Rd,Syracuse,NY,13201,(752) 973-4295,Yes,"Bronze,Silver,Gold",No,English,Mount Sinai Hospital
1247083812,Thomas,Patel,PA-C,Orthopedics,New York Medical Group,444 Broadway Dr,Rochester,NY,14601,(802) 425-1117,Yes,"Silver,Gold",Yes,English,NYU Langone Medical Center
1142068763,Susan,Williams,MD,Orthopedics,Empire State Health Partners,8053 Lake Dr,New York,NY,10001,(940) 784-8744,Yes,"Bronze,Silver,Gold",No,English,Bellevue Hospital Center
1432311310,David,Brown,MD,Orthopedics,MetroHealth Associates,987 Oak Ave,Bronx,NY,10451,(945) 547-2790,Yes,"Bronze,Silver",Yes,English,Jamaica Hospital Medical Center
1105128697,Priya,Harris,MD,Orthopedics,New York Medical Group,1335 Maple Dr,Buffalo,NY,14201,(251) 867-9856,Yes,Gold,Yes,English,Jamaica Hospital Medical Center
1994841203,Sandra,Kim,PA-C,Gastroenterology,Northeast Specialty Group,135 Elm Blvd,Queens,NY,11354,(665) 492-7930,No,"Bronze,Silver,Gold",Yes,English,Lenox Hill Hospital
1169042105,Karen,Miller,MD,Gastroenterology,MetroHealth Associates,7911 Highland Dr,Buffalo,NY,14201,(258) 720-2312,Yes,"Bronze,Silver,Gold",Yes,English,New York-Presbyterian Hospital
1626713347,Omar,Davis,MD,Ophthalmology,Columbia Medical Associates,1443 Elm Way,Brooklyn,NY,11201,(778) 735-6183,Yes,"Silver,Gold",Yes,"English,Spanish",NYU Langone Medical Center
1666964667,Susan,Wilson,MD,Ophthalmology,MetroHealth Associates,1288 Main Rd,Rochester,NY,14601,(776) 302-2200,Yes,"Bronze,Silver",Yes,English,Mount Sinai Hospital
1866616964,Michael,Anderson,MD,Ophthalmology,MetroHealth Associates,9000 Pine Dr,Albany,NY,12201,(869) 741-1128,Yes,Gold,Yes,English,Lenox Hill Hospital
1738194420,Michael,Wilson,MD,Ophthalmology,Columbia Medical Associates,3550 Cedar St,Brooklyn,NY,11201,(849) 470-9280,No,"Silver,Gold",No,English,NYU Langone Medical Center
1757704655,Yuki,White,DO,Nephrology,Empire State Health Partners,2747 Maple Dr,Brooklyn,NY,11201,(637) 774-1158,Yes,Gold,Yes,"English,Korean",New York-Presbyterian Hospital
1225567963,Priya,Johnson,MD,Nephrology,Northeast Specialty Group,6074 Main Blvd,Queens,NY,11354,(898) 455-2684,Yes,"Silver,Gold",Yes,English,Mount Sinai Hospital
1170937380,Susan,Garcia,MD,Pulmonology,Empire State Health Partners,6845 Lake Blvd,Queens,NY,11354,(918) 310-7267,Yes,"Silver,Gold",No,"English,Arabic",Jamaica Hospital Medical Center
1299147754,David,Harris,MD,Pulmonology,New York Medical Group,3264 Elm Blvd,Buffalo,NY,14201,(271) 991-5573,Yes,"Silver,Gold",Yes,English,Montefiore Medical Center
1640563507,Omar,Chen,MD,Pulmonology,Empire State Health Partners,4449 Main Ave,Bronx,NY,10451,(644) 553-6139,No,Gold,Yes,English,New York-Presbyterian Hospital
1463102056,Joseph,Rodriguez,MD,Endocrinology,Empire State Health Partners,8921 Lake Blvd,Brooklyn,NY,11201,(271) 880-6409,Yes,"Bronze,Silver",Yes,English,Montefiore Medical Center
1205986733,Kenji,Taylor,NP,Endocrinology,Northeast Specialty Group,4944 Highland St,Brooklyn,NY,11201,(630) 880-7211,Yes,Gold,Yes,English,Montefiore Medical Center
1346012478,Joseph,Chen,MD,Endocrinology,MetroHealth Associates,9602 Broadway Way,Albany,NY,12201,(676) 652-8244,Yes,"Silver,Gold",Yes,English,Montefiore Medical Center
1866040317,Kenji,Garcia,MD,Endocrinology,Columbia Medical Associates,3948 Pine St,Syracuse,NY,13201,(403) 350-1400,Yes,"Bronze,Silver,Gold",Yes,English,Montefiore Medical Center
1835822550,Thomas,White,MD,Oncology,Northeast Specialty Group,2517 Main Ave,Brooklyn,NY,11201,(635) 424-3881,No,"Bronze,Silver",Yes,English,Lenox Hill Hospital
1478796089,Jennifer,Harris,MD,Oncology,Columbia Medical Associates,8370 Elm Dr,Buffalo,NY,14201,(362) 961-8777,No,"Bronze,Silver,Gold",No,"English,Russian",Staten Island University Hospital
1360613550,Yuki,Wilson,NP,Oncology,New York Medical Group,4781 Lake Blvd,Buffalo,NY,14201,(527) 753-2320,Yes,Gold,Yes,English,Staten Island University Hospital
1222086735,Ana,Jones,MD,Hematology,Northeast Specialty Group,7733 Elm Ave,Bronx,NY,10451,(630) 598-1320,No,"Bronze,Silver",No,English,NYU Langone Medical Center
1467975319,Patricia,Taylor,MD,Hematology,Columbia Medical Associates,8099 Lake Blvd,New York,NY,10001,(697) 229-7371,Yes,"Bronze,Silver,Gold",Yes,"English,French",Jamaica Hospital Medical Center
1711890569,Kenji,Garcia,PA-C,Psychiatry,Columbia Medical Associates,6555 Broadway Dr,Bronx,NY,10451,(227) 285-8022,Yes,"Bronze,Silver,Gold",No,English,Mount Sinai Hospital
1270874491,Maria,Wilson,MD,Psychiatry,New York Medical Group,6311 Pine Rd,Queens,NY,11354,(283) 681-1317,Yes,"Bronze,Silver",No,English,Bellevue Hospital Center
1718825964,Yuki,Williams,MD,Psychiatry,New York Medical Group,4008 Park Rd,Buffalo,NY,14201,(317) 777-4571,No,"Silver,Gold",Yes,"English,Hindi",New York-Presbyterian Hospital
1727296111,Patricia,Garcia,MD,Psychiatry,New York Medical Group,520 Pine Dr,Albany,NY,12201,(584) 606-4249,Yes,Gold,Yes,English,NYU Langone Medical Center
1543271261,Jennifer,Young,DO,OB/GYN,Columbia Medical Associates,7118 Cedar Ave,Buffalo,NY,14201,(863) 549-1207,No,"Bronze,Silver,Gold",No,English,NYU Langone Medical Center
1467694547,Sandra,Anderson,PA-C,OB/GYN,Northeast Specialty Group,8917 Maple Rd,Brooklyn,NY,11201,(948) 806-5397,Yes,"Silver,Gold",Yes,"English,Korean",Mount Sinai Hospital
1195249057,William,Harris,MD,OB/GYN,Columbia Medical Associates,570 Maple Blvd,Brooklyn,NY,11201,(699) 417-6813,Yes,"Bronze,Silver,Gold",No,"English,Arabic",Staten Island University Hospital
1814073098,Ahmed,Young,DO,OB/GYN,Columbia Medical Associates,6758 Maple Dr,Albany,NY,12201,(446) 907-8800,No,"Silver,Gold",No,English,New York-Presbyterian Hospital
1456881239,Karen,Davis,MD,Pediatrics,MetroHealth Associates,9168 Highland Blvd,Brooklyn,NY,11201,(963) 763-6419,Yes,"Bronze,Silver,Gold",Yes,English,Lenox Hill Hospital
1232341238,William,Taylor,DO,Pediatrics,Empire State Health Partners,8879 Park St,Syracuse,NY,13201,(956) 695-5530,Yes,"Silver,Gold",Yes,English,Lenox Hill Hospital
1313679331,Susan,Anderson,MD,Internal Medicine,Empire State Health Partners,845 Main Dr,Albany,NY,12201,(914) 329-9042,Yes,"Bronze,Silver,Gold",Yes,English,Montefiore Medical Center
1430256336,Jessica,Kim,PA-C,Internal Medicine,New York Medical Group,7927 Oak Ave,Albany,NY,12201,(703) 275-1878,Yes,"Bronze,Silver,Gold",Yes,English,Bellevue Hospital Center
1975499151,Robert,Davis,MD,Family Medicine,Columbia Medical Associates,8661 Elm Rd,Albany,NY,12201,(653) 504-8025,Yes,"Bronze,Silver,Gold",Yes,"English,French",Jamaica Hospital Medical Center
1080600295,Ahmed,Moore,MD,Family Medicine,New York Medical Group,4029 Park Dr,New York,NY,10001,(360) 202-7693,No,Gold,Yes,"English,Hindi",Lenox Hill Hospital
1633281747,Karen,Johnson,MD,Family Medicine,MetroHealth Associates,3924 Pine Way,Syracuse,NY,13201,(877) 402-7965,Yes,"Bronze,Silver",Yes,English,Montefiore Medical Center
1885021282,Yuki,Jones,DO,Family Medicine,Empire State Health Partners,5139 Broadway Way,Buffalo,NY,14201,(782) 495-8195,Yes,"Bronze,Silver,Gold",No,English,Mount Sinai Hospital
1027772220,Ana,Thompson,DO,Rheumatology,Northeast Specialty Group,5380 Broadway Blvd,Albany,NY,12201,(293) 434-1339,Yes,"Bronze,Silver,Gold",Yes,"English,Tagalog",Staten Island University Hospital
1373620340,Linda,Kim,NP,Rheumatology,MetroHealth Associates,8156 Oak Rd,New York,NY,10001,(618) 541-6260,Yes,"Silver,Gold",Yes,"English,Tagalog",Staten Island University Hospital
1347112584,Sandra,Young,PA-C,Rheumatology,Northeast Specialty Group,1542 Cedar Blvd,Rochester,NY,14601,(318) 991-7622,Yes,"Bronze,Silver,Gold",Yes,English,Montefiore Medical Center
1140674381,Sandra,Johnson,MD,Rheumatology,Columbia Medical Associates,3435 Pine Dr,Syracuse,NY,13201,(494) 648-8941,Yes,"Bronze,Silver",Yes,"English,Spanish",Bellevue Hospital Center
1695472980,Ana,Garcia,DO,Urology,Columbia Medical Associates,1958 Maple Ave,Buffalo,NY,14201,(357) 710-5781,Yes,"Bronze,Silver",No,English,New York-Presbyterian Hospital
1829653607,Jessica,Davis,PA-C,Urology,Northeast Specialty Group,2336 Oak Blvd,Syracuse,NY,13201,(624) 548-9318,Yes,"Silver,Gold",Yes,"English,Portuguese",Mount Sinai Hospital
1405026213,Kenji,Taylor,MD,Urology,New York Medical Group,5546 Highland Dr,Albany,NY,12201,(666) 529-4090,Yes,"Bronze,Silver",Yes,"English,Arabic",Staten Island University Hospital
1135555899,Susan,White,MD,Urology,Northeast Specialty Group,2592 Maple Ave,Bronx,NY,10451,(714) 804-6439,Yes,"Bronze,Silver",No,English,Bellevue Hospital Center
1743785903,James,Moore,MD,Infectious Disease,New York Medical Group,4442 Cedar Dr,Syracuse,NY,13201,(607) 865-2315,Yes,"Bronze,Silver,Gold",Yes,English,Jamaica Hospital Medical Center
